visitor_id,group,design,converted,time_on_page_sec,pages_visited,revenue
A_0429,A (Control),Blue Button,0,172.48730229560817,8,0.0
A_0430,A (Control),Blue Button,0,82.68410293826145,4,0.0
A_0431,A (Control),Blue Button,0,99.21284406612278,4,0.0
A_0432,A (Control),Blue Button,0,98.44778203292408,5,0.0
A_0433,A (Control),Blue Button,0,146.84773130833324,1,0.0
A_0434,A (Control),Blue Button,0,111.15150965123917,4,42.25078701859838
A_0435,A (Control),Blue Button,0,157.432262180212,2,0.0
A_0436,A (Control),Blue Button,0,99.79528127268395,3,0.0
A_0437,A (Control),Blue Button,0,128.36982486671405,1,0.0
A_0438,A (Control),Blue Button,0,94.93958840220728,5,0.0
A_0439,A (Control),Blue Button,0,184.35447383320167,3,0.0
A_0440,A (Control),Blue Button,0,84.37204742911462,7,0.0
A_0441,A (Control),Blue Button,1,129.29462130681082,3,0.0
A_0442,A (Control),Blue Button,0,139.01330642796296,1,0.0
A_0443,A (Control),Blue Button,0,132.41397292354495,1,37.73162236792242
A_0444,A (Control),Blue Button,0,114.44137023366875,6,0.0
A_0445,A (Control),Blue Button,1,116.10537900799721,3,0.0
A_0446,A (Control),Blue Button,1,121.31434415937329,3,0.0
A_0447,A (Control),Blue Button,0,115.58993995114534,2,0.0
A_0448,A (Control),Blue Button,0,148.9163735038473,5,0.0
A_0449,A (Control),Blue Button,0,186.31569004774053,5,0.0
A_0450,A (Control),Blue Button,0,103.27524644976499,4,0.0
A_0451,A (Control),Blue Button,0,78.90591061262766,3,0.0
A_0452,A (Control),Blue Button,0,117.35153854946236,2,0.0
A_0453,A (Control),Blue Button,1,197.39128012962954,3,0.0
A_0454,A (Control),Blue Button,0,95.88976296090807,2,0.0
A_0455,A (Control),Blue Button,0,169.17350416332204,5,0.0
A_0456,A (Control),Blue Button,0,170.3310244222932,4,45.456721343015104
A_0457,A (Control),Blue Button,0,103.39235274876016,3,70.19149691771386
A_0458,A (Control),Blue Button,0,137.06949237555827,4,0.0
A_0459,A (Control),Blue Button,0,168.85189869385613,6,0.0
A_0460,A (Control),Blue Button,0,108.62616777037539,4,0.0
A_0461,A (Control),Blue Button,0,113.89258919692915,6,0.0
A_0462,A (Control),Blue Button,0,102.54957258154069,1,72.12668546464784
A_0463,A (Control),Blue Button,0,89.557298079214,3,0.0
A_0464,A (Control),Blue Button,1,100.52167364801979,3,0.0
A_0465,A (Control),Blue Button,0,83.2817919971323,2,0.0
A_0466,A (Control),Blue Button,0,121.02250404777678,3,0.0
A_0467,A (Control),Blue Button,0,96.90080306824075,8,0.0
A_0468,A (Control),Blue Button,0,127.01357735372243,5,0.0
A_0469,A (Control),Blue Button,1,73.32313061389118,3,0.0
A_0470,A (Control),Blue Button,0,129.92640696643372,5,0.0
A_0471,A (Control),Blue Button,1,145.00586884826774,2,0.0
A_0472,A (Control),Blue Button,0,60.187930722856336,2,0.0
A_0473,A (Control),Blue Button,0,131.22169709542717,5,0.0
A_0474,A (Control),Blue Button,0,156.83006977419876,2,0.0
A_0475,A (Control),Blue Button,1,83.71076943926383,5,0.0
A_0476,A (Control),Blue Button,0,170.1771716051311,1,45.6814088469812
A_0477,A (Control),Blue Button,0,132.57057028098134,3,53.675579964731085
A_0478,A (Control),Blue Button,1,98.84964432724773,3,45.950721547622535
A_0479,A (Control),Blue Button,0,118.32692767026882,1,0.0
A_0480,A (Control),Blue Button,0,136.74980737565167,2,0.0
A_0481,A (Control),Blue Button,0,122.28016174237234,5,0.0
A_0482,A (Control),Blue Button,0,136.16267977339106,2,0.0
A_0483,A (Control),Blue Button,0,92.379792207619,5,46.09945624729333
A_0484,A (Control),Blue Button,0,125.08082472108234,2,0.0
A_0485,A (Control),Blue Button,1,77.58856509285059,5,0.0
A_0486,A (Control),Blue Button,0,116.66321815953899,1,46.76319310507671
A_0487,A (Control),Blue Button,0,92.8827707560563,5,0.0
A_0488,A (Control),Blue Button,1,97.934101722307,4,0.0
A_0489,A (Control),Blue Button,0,157.08279525631312,4,0.0
A_0490,A (Control),Blue Button,0,152.73930361782806,5,0.0
A_0491,A (Control),Blue Button,0,138.27414362721532,4,0.0
A_0492,A (Control),Blue Button,0,87.23061705982263,3,0.0
A_0493,A (Control),Blue Button,0,110.50774650915594,3,0.0
A_0494,A (Control),Blue Button,0,156.3929309993755,3,0.0
A_0495,A (Control),Blue Button,0,124.25150740919715,7,0.0
A_0496,A (Control),Blue Button,0,189.5798861994508,4,0.0
A_0497,A (Control),Blue Button,0,131.79953518183115,4,0.0
A_0498,A (Control),Blue Button,1,125.76147349470095,1,0.0
A_0499,A (Control),Blue Button,1,110.72650607392495,4,56.325753995046455
A_0500,A (Control),Blue Button,0,124.00622714346846,5,0.0
A_0501,A (Control),Blue Button,0,115.42590490858369,4,0.0
A_0502,A (Control),Blue Button,0,141.2432603006577,1,0.0
A_0503,A (Control),Blue Button,0,148.70106950383752,3,0.0
A_0504,A (Control),Blue Button,0,96.42031618476152,4,0.0
A_0505,A (Control),Blue Button,0,80.06301139326666,5,0.0
A_0506,A (Control),Blue Button,1,64.91383880690111,1,0.0
A_0507,A (Control),Blue Button,0,135.2397398073763,9,0.0
A_0508,A (Control),Blue Button,1,86.89900181478379,2,0.0
A_0509,A (Control),Blue Button,0,55.41328221142551,4,82.94969082468431
A_0510,A (Control),Blue Button,0,131.65735813592892,1,0.0
A_0511,A (Control),Blue Button,0,194.78998552298373,2,49.97428769496404
A_0512,A (Control),Blue Button,1,119.8178726538032,3,0.0
A_0513,A (Control),Blue Button,0,145.15472323354925,4,0.0
A_0514,A (Control),Blue Button,0,122.45488075642695,4,0.0
A_0515,A (Control),Blue Button,0,117.03331040426572,6,0.0
A_0516,A (Control),Blue Button,0,147.57229448963307,3,0.0
A_0517,A (Control),Blue Button,0,111.29176367434046,4,0.0
A_0518,A (Control),Blue Button,1,128.0217694221571,4,0.0
A_0519,A (Control),Blue Button,0,129.6509341858804,8,0.0
A_0520,A (Control),Blue Button,0,99.95728639070853,4,0.0
A_0521,A (Control),Blue Button,0,149.7612704860957,5,0.0
A_0522,A (Control),Blue Button,1,114.75120729913775,2,0.0
A_0523,A (Control),Blue Button,0,97.32764521521466,6,0.0
A_0524,A (Control),Blue Button,0,136.0952953071121,3,0.0
A_0525,A (Control),Blue Button,0,93.04596054626889,2,0.0
A_0526,A (Control),Blue Button,0,120.84543472107384,7,0.0
A_0527,A (Control),Blue Button,0,119.7264301006739,6,0.0
A_0528,A (Control),Blue Button,0,152.57686697494734,2,0.0
A_0529,A (Control),Blue Button,0,134.24094698639857,4,38.56373074095629
A_0530,A (Control),Blue Button,0,119.24919123764569,5,0.0
A_0531,A (Control),Blue Button,1,144.53298897600862,5,0.0
A_0532,A (Control),Blue Button,1,161.7062264705194,2,0.0
A_0533,A (Control),Blue Button,0,136.73430919055588,4,0.0
A_0534,A (Control),Blue Button,0,120.31057859530142,4,0.0
A_0535,A (Control),Blue Button,1,80.64491302949521,5,0.0
A_0536,A (Control),Blue Button,0,88.04659010773882,4,0.0
A_0537,A (Control),Blue Button,0,110.84325886935997,2,0.0
A_0538,A (Control),Blue Button,0,101.71463393522151,4,0.0
A_0539,A (Control),Blue Button,0,114.39086091043661,4,0.0
A_0540,A (Control),Blue Button,1,121.69949774691321,1,0.0
A_0541,A (Control),Blue Button,0,135.89078263070192,4,0.0
A_0542,A (Control),Blue Button,0,117.88503665822726,5,0.0
A_0543,A (Control),Blue Button,0,134.59504931478605,2,0.0
A_0544,A (Control),Blue Button,0,121.9342324443036,5,0.0
A_0545,A (Control),Blue Button,0,60.736003009383865,4,0.0
A_0546,A (Control),Blue Button,0,91.81993818543737,6,53.858801316672526
A_0547,A (Control),Blue Button,0,115.67737332835154,1,0.0
A_0548,A (Control),Blue Button,0,83.70915771476677,2,0.0
A_0549,A (Control),Blue Button,0,137.99786189988615,1,0.0
A_0550,A (Control),Blue Button,0,165.92252497031092,4,0.0
A_0551,A (Control),Blue Button,0,156.5628555509195,3,0.0
A_0552,A (Control),Blue Button,0,113.59671387209376,2,0.0
A_0553,A (Control),Blue Button,0,164.72178410549856,3,73.04235159282418
A_0554,A (Control),Blue Button,0,124.46002371606335,2,0.0
A_0555,A (Control),Blue Button,0,109.88742086645883,1,0.0
A_0556,A (Control),Blue Button,0,101.5979200937718,1,0.0
A_0557,A (Control),Blue Button,0,110.92590940535615,7,0.0
A_0558,A (Control),Blue Button,0,108.35469544376313,7,0.0
A_0559,A (Control),Blue Button,0,125.11248667126463,4,0.0
A_0560,A (Control),Blue Button,0,124.81721943149594,1,0.0
A_0561,A (Control),Blue Button,0,120.09138060460243,3,0.0
A_0562,A (Control),Blue Button,0,133.1081450923905,1,0.0
A_0563,A (Control),Blue Button,0,155.71938824359023,2,46.77567742881573
A_0564,A (Control),Blue Button,0,148.4866240632397,1,0.0
A_0565,A (Control),Blue Button,0,75.45306094650289,3,0.0
A_0566,A (Control),Blue Button,0,43.382365952941356,4,0.0
A_0567,A (Control),Blue Button,0,148.02959733717822,2,0.0
A_0568,A (Control),Blue Button,1,78.99363904753736,2,55.535246567377506
A_0569,A (Control),Blue Button,0,113.2570379432195,3,0.0
A_0570,A (Control),Blue Button,0,84.89660921821921,2,0.0
A_0571,A (Control),Blue Button,0,65.94058687259941,4,0.0
A_0572,A (Control),Blue Button,0,136.24388184614364,3,0.0
A_0573,A (Control),Blue Button,0,142.7746548090794,7,36.54120490758115
A_0574,A (Control),Blue Button,0,102.70468797819842,3,0.0
A_0575,A (Control),Blue Button,1,42.26873123565271,2,0.0
A_0576,A (Control),Blue Button,0,103.61266655242551,5,0.0
A_0577,A (Control),Blue Button,1,131.7541201620764,2,54.0207564138463
A_0578,A (Control),Blue Button,0,75.63265293677614,1,0.0
A_0579,A (Control),Blue Button,0,125.50079759337467,4,0.0
A_0580,A (Control),Blue Button,0,119.54070452481014,3,0.0
A_0581,A (Control),Blue Button,1,137.37874498803265,4,0.0
A_0582,A (Control),Blue Button,0,123.5874110524246,3,0.0
A_0583,A (Control),Blue Button,0,90.80793177355334,5,0.0
A_0584,A (Control),Blue Button,0,155.89714504993475,3,0.0
A_0585,A (Control),Blue Button,0,115.2441128091909,3,0.0
A_0586,A (Control),Blue Button,0,119.18086381470205,1,0.0
A_0587,A (Control),Blue Button,0,92.00196122780412,3,0.0
A_0588,A (Control),Blue Button,0,106.70153246425468,4,0.0
A_0589,A (Control),Blue Button,0,93.45591857919297,2,0.0
A_0590,A (Control),Blue Button,0,114.81161820229731,3,57.81034244634003
A_0591,A (Control),Blue Button,0,171.35125440427032,2,0.0
A_0592,A (Control),Blue Button,0,78.84296571205931,3,0.0
A_0593,A (Control),Blue Button,0,71.59315806369776,2,0.0
A_0594,A (Control),Blue Button,0,164.13510982480824,1,0.0
A_0595,A (Control),Blue Button,0,113.72028968544402,2,0.0
A_0596,A (Control),Blue Button,0,99.92781784020251,3,0.0
A_0597,A (Control),Blue Button,0,151.19714062188228,5,0.0
A_0598,A (Control),Blue Button,0,101.83153380789408,3,16.70333078822224
A_0599,A (Control),Blue Button,0,174.78029140640808,6,0.0
A_0600,A (Control),Blue Button,0,140.33777614017808,2,0.0
A_0601,A (Control),Blue Button,0,105.36265775562892,6,0.0
A_0602,A (Control),Blue Button,0,184.7192463979651,6,0.0
A_0603,A (Control),Blue Button,0,101.82855230989985,8,0.0
A_0604,A (Control),Blue Button,0,142.26286116027921,1,0.0
A_0605,A (Control),Blue Button,0,128.97877741219475,5,0.0
A_0606,A (Control),Blue Button,0,159.05223868196396,3,0.0
A_0607,A (Control),Blue Button,0,166.84533590180558,6,71.43140243055156
A_0608,A (Control),Blue Button,0,120.960124471973,5,0.0
A_0609,A (Control),Blue Button,0,97.3974638896145,1,0.0
A_0610,A (Control),Blue Button,0,133.7991642881735,1,0.0
A_0611,A (Control),Blue Button,0,99.66853890743681,2,0.0
A_0612,A (Control),Blue Button,0,180.4016174257987,5,0.0
A_0613,A (Control),Blue Button,0,124.09605993248212,6,0.0
A_0614,A (Control),Blue Button,0,109.04035346063674,3,76.16875805112872
A_0615,A (Control),Blue Button,1,125.54040917594725,5,62.897503422011866
A_0616,A (Control),Blue Button,0,79.58621131410911,3,0.0
A_0617,A (Control),Blue Button,0,90.85157884468046,3,0.0
A_0618,A (Control),Blue Button,0,156.01241723833277,2,0.0
A_0619,A (Control),Blue Button,0,100.29317163085813,1,0.0
A_0620,A (Control),Blue Button,0,88.59267051954181,8,0.0
A_0621,A (Control),Blue Button,0,136.09958257581857,2,0.0
A_0622,A (Control),Blue Button,0,155.57112463988992,4,0.0
A_0623,A (Control),Blue Button,0,141.568599319952,7,0.0
A_0624,A (Control),Blue Button,0,149.8814305741745,5,0.0
A_0625,A (Control),Blue Button,0,97.29614734291619,3,0.0
A_0626,A (Control),Blue Button,0,77.3456799977447,2,0.0
A_0627,A (Control),Blue Button,0,165.0400095586646,3,36.74196657288906
A_0628,A (Control),Blue Button,0,110.31960483473593,5,0.0
A_0629,A (Control),Blue Button,0,112.47500950634858,3,0.0
A_0630,A (Control),Blue Button,0,159.84582425547174,3,0.0
A_0631,A (Control),Blue Button,0,136.6869002820198,5,0.0
A_0632,A (Control),Blue Button,0,133.67663316244824,1,0.0
A_0633,A (Control),Blue Button,0,184.95007034703252,3,0.0
A_0634,A (Control),Blue Button,0,100.69445308859571,2,0.0
A_0635,A (Control),Blue Button,0,147.83520384243712,1,0.0
A_0636,A (Control),Blue Button,0,121.71039374691253,2,0.0
A_0637,A (Control),Blue Button,0,128.05776836589772,1,0.0
A_0638,A (Control),Blue Button,0,165.85405279237597,3,0.0
A_0639,A (Control),Blue Button,0,135.23507268868872,4,0.0
A_0640,A (Control),Blue Button,0,136.14888237148898,2,34.980280187030495
A_0641,A (Control),Blue Button,0,152.17522011929407,8,0.0
A_0642,A (Control),Blue Button,0,109.05141811371344,5,0.0
A_0643,A (Control),Blue Button,0,94.8237099798298,5,0.0
A_0644,A (Control),Blue Button,0,88.65572417936899,3,0.0
A_0645,A (Control),Blue Button,0,61.009302318719946,1,47.3072813769128
A_0646,A (Control),Blue Button,0,181.68621389820967,3,0.0
A_0647,A (Control),Blue Button,0,86.90374902834951,4,0.0
A_0648,A (Control),Blue Button,0,113.36239129242684,6,0.0
A_0649,A (Control),Blue Button,0,111.69560100333238,4,0.0
A_0650,A (Control),Blue Button,0,129.22220093427302,3,0.0
A_0651,A (Control),Blue Button,0,144.47211637617892,2,0.0
A_0652,A (Control),Blue Button,0,145.81420465079236,2,0.0
A_0653,A (Control),Blue Button,0,102.50767684293184,2,0.0
A_0654,A (Control),Blue Button,0,114.98634858640766,4,0.0
A_0655,A (Control),Blue Button,0,128.477398514649,1,0.0
A_0656,A (Control),Blue Button,0,112.5392662144936,5,0.0
A_0657,A (Control),Blue Button,0,168.2203672805998,6,0.0
A_0658,A (Control),Blue Button,0,134.72924854914754,6,0.0
A_0659,A (Control),Blue Button,0,142.04633358149454,3,0.0
A_0660,A (Control),Blue Button,0,139.88643806002239,6,0.0
A_0661,A (Control),Blue Button,1,155.20421572455973,5,0.0
A_0662,A (Control),Blue Button,0,125.4306467611112,4,0.0
A_0663,A (Control),Blue Button,0,81.0950415613246,2,0.0
A_0664,A (Control),Blue Button,0,131.99063855257924,2,0.0
A_0665,A (Control),Blue Button,0,100.45929318624513,2,40.561817757058364
A_0666,A (Control),Blue Button,0,104.1414995475073,5,0.0
A_0667,A (Control),Blue Button,0,137.5909205626528,3,0.0
A_0668,A (Control),Blue Button,0,157.14849214300907,2,0.0
A_0669,A (Control),Blue Button,0,120.63814730208185,6,0.0
A_0670,A (Control),Blue Button,0,129.2649903779689,7,0.0
A_0671,A (Control),Blue Button,0,171.06644833905713,2,0.0
A_0672,A (Control),Blue Button,0,127.22259538465705,5,0.0
A_0673,A (Control),Blue Button,0,198.05049342541184,2,0.0
A_0674,A (Control),Blue Button,0,136.96528936894632,4,0.0
A_0675,A (Control),Blue Button,1,67.17711722532547,2,0.0
A_0676,A (Control),Blue Button,0,142.60024863313598,2,0.0
A_0677,A (Control),Blue Button,0,131.43475154648334,5,0.0
A_0678,A (Control),Blue Button,1,158.69258262248238,4,0.0
A_0679,A (Control),Blue Button,0,140.19544053809875,2,0.0
A_0680,A (Control),Blue Button,0,115.84632048048678,1,0.0
A_0681,A (Control),Blue Button,0,83.27105291131903,1,0.0
A_0682,A (Control),Blue Button,0,113.72930228141924,3,0.0
A_0683,A (Control),Blue Button,0,94.484386373721,1,0.0
A_0684,A (Control),Blue Button,1,102.58429650585832,1,0.0
A_0685,A (Control),Blue Button,0,137.65735213261829,5,0.0
A_0686,A (Control),Blue Button,0,170.0971351305422,8,0.0
A_0687,A (Control),Blue Button,0,131.84014589468944,3,0.0
A_0688,A (Control),Blue Button,0,84.12350813894447,3,0.0
A_0689,A (Control),Blue Button,0,133.33808004660423,2,0.0
A_0690,A (Control),Blue Button,0,155.89894459936954,3,0.0
A_0691,A (Control),Blue Button,0,101.70651287041854,1,0.0
A_0692,A (Control),Blue Button,0,115.97948499981247,5,0.0
A_0693,A (Control),Blue Button,0,120.4406458418759,3,0.0
A_0694,A (Control),Blue Button,0,96.4530506075328,2,0.0
A_0695,A (Control),Blue Button,0,139.44841301531577,5,0.0
A_0696,A (Control),Blue Button,0,116.37155554176655,3,0.0
A_0697,A (Control),Blue Button,0,132.58597331721083,6,0.0
A_0698,A (Control),Blue Button,0,93.375234665937,5,0.0
A_0699,A (Control),Blue Button,0,106.87625099029769,4,0.0
A_0700,A (Control),Blue Button,0,141.67144073483314,5,0.0
A_0701,A (Control),Blue Button,0,108.815005437247,2,0.0
A_0702,A (Control),Blue Button,0,171.80891553700215,6,0.0
A_0703,A (Control),Blue Button,0,108.01091443156193,5,0.0
A_0704,A (Control),Blue Button,0,126.74054177255658,6,0.0
A_0705,A (Control),Blue Button,1,147.9777249561927,5,0.0
A_0706,A (Control),Blue Button,0,77.44902801200905,3,0.0
A_0707,A (Control),Blue Button,0,67.17573564057673,1,0.0
A_0708,A (Control),Blue Button,0,74.23031056289716,3,0.0
A_0709,A (Control),Blue Button,0,157.87752310281547,3,0.0
A_0710,A (Control),Blue Button,0,103.4442556232266,5,0.0
A_0711,A (Control),Blue Button,0,196.74597857004755,3,0.0
A_0712,A (Control),Blue Button,0,103.07257204027835,4,0.0
A_0713,A (Control),Blue Button,0,125.53653909591111,3,27.782814130674264
A_0714,A (Control),Blue Button,0,166.26329857703627,2,0.0
A_0715,A (Control),Blue Button,1,180.18278664477367,3,0.0
A_0716,A (Control),Blue Button,0,181.84510729909192,2,0.0
A_0717,A (Control),Blue Button,1,156.25098691779428,3,0.0
A_0718,A (Control),Blue Button,0,150.72187577434386,5,0.0
A_0719,A (Control),Blue Button,0,137.77580847603548,4,0.0
A_0720,A (Control),Blue Button,1,143.35083228499914,4,61.239238353191766
A_0721,A (Control),Blue Button,0,103.46442851014399,1,0.0
A_0722,A (Control),Blue Button,0,95.45403349733078,4,0.0
A_0723,A (Control),Blue Button,0,119.89876627767144,6,0.0
A_0724,A (Control),Blue Button,0,114.89446132425215,5,0.0
A_0725,A (Control),Blue Button,0,106.40315852018175,3,0.0
A_0726,A (Control),Blue Button,0,140.89162342370145,4,0.0
A_0727,A (Control),Blue Button,0,148.6591562571153,3,0.0
A_0728,A (Control),Blue Button,0,122.65220658875542,3,0.0
A_0729,A (Control),Blue Button,0,164.32590243165785,4,0.0
A_0730,A (Control),Blue Button,0,85.74932657599484,5,0.0
A_0731,A (Control),Blue Button,0,114.19021622160845,4,0.0
A_0732,A (Control),Blue Button,0,98.49533038191585,2,0.0
A_0733,A (Control),Blue Button,0,64.0039014878082,2,0.0
A_0734,A (Control),Blue Button,0,117.51957942471903,3,0.0
A_0735,A (Control),Blue Button,0,116.3475747485015,4,0.0
A_0736,A (Control),Blue Button,0,165.40349229726394,4,0.0
A_0737,A (Control),Blue Button,0,138.92435053664332,1,0.0
A_0738,A (Control),Blue Button,0,89.27439527012385,2,0.0
A_0739,A (Control),Blue Button,0,175.62277699002564,5,0.0
A_0740,A (Control),Blue Button,0,156.63101086576057,5,0.0
A_0741,A (Control),Blue Button,0,137.46293110405847,2,0.0
A_0742,A (Control),Blue Button,0,113.20547703450504,5,0.0
A_0743,A (Control),Blue Button,0,91.2168228982956,4,0.0
A_0744,A (Control),Blue Button,0,108.83379671786841,3,0.0
A_0745,A (Control),Blue Button,0,152.66245859112558,4,35.09610494102828
A_0746,A (Control),Blue Button,0,176.53758917803827,5,0.0
A_0747,A (Control),Blue Button,0,166.29730584816568,2,0.0
A_0748,A (Control),Blue Button,1,105.33451734641177,5,0.0
A_0749,A (Control),Blue Button,0,86.41147700132967,2,0.0
A_0750,A (Control),Blue Button,0,124.22658740733611,1,0.0
A_0751,A (Control),Blue Button,1,66.94681903311445,4,0.0
A_0752,A (Control),Blue Button,0,129.69503142554345,6,0.0
A_0753,A (Control),Blue Button,0,115.57192241103994,2,0.0
A_0754,A (Control),Blue Button,0,106.01890494395273,3,0.0
A_0755,A (Control),Blue Button,0,72.15890798199614,4,0.0
A_0756,A (Control),Blue Button,0,135.4080031970915,3,0.0
A_0757,A (Control),Blue Button,0,104.01897481014265,1,0.0
A_0758,A (Control),Blue Button,0,84.90249492869137,2,0.0
A_0759,A (Control),Blue Button,0,33.832133601550524,1,0.0
A_0760,A (Control),Blue Button,0,119.17455284848091,4,0.0
A_0761,A (Control),Blue Button,0,173.16754790009233,1,0.0
A_0762,A (Control),Blue Button,0,169.83777643643612,5,0.0
A_0763,A (Control),Blue Button,0,106.28711230241184,2,37.91012403410877
A_0764,A (Control),Blue Button,0,101.93363818914659,5,0.0
A_0765,A (Control),Blue Button,0,134.06322768225073,6,0.0
A_0766,A (Control),Blue Button,0,90.04843682435126,6,0.0
A_0767,A (Control),Blue Button,0,129.05375699458398,3,59.99941825185336
A_0768,A (Control),Blue Button,0,142.9824083515407,3,0.0
A_0769,A (Control),Blue Button,0,156.80799671652923,4,43.17201642775761
A_0770,A (Control),Blue Button,0,116.99537770560141,2,0.0
A_0771,A (Control),Blue Button,0,113.88978749469102,5,0.0
A_0772,A (Control),Blue Button,0,93.66052239730317,3,0.0
A_0773,A (Control),Blue Button,0,95.1935893788042,5,0.0
A_0774,A (Control),Blue Button,0,113.20563324295419,6,0.0
A_0775,A (Control),Blue Button,0,131.02096520448535,2,0.0
A_0776,A (Control),Blue Button,0,147.4075387869975,1,0.0
A_0777,A (Control),Blue Button,0,95.90463147958965,3,0.0
A_0778,A (Control),Blue Button,0,164.78065706878564,2,0.0
A_0779,A (Control),Blue Button,0,111.86629196872293,1,0.0
A_0780,A (Control),Blue Button,0,119.35898116954692,7,0.0
A_0781,A (Control),Blue Button,0,97.5836496255653,1,0.0
A_0782,A (Control),Blue Button,0,47.272792191811746,6,0.0
A_0783,A (Control),Blue Button,0,146.52136189083149,6,0.0
A_0784,A (Control),Blue Button,0,142.105316912773,6,0.0
A_0785,A (Control),Blue Button,1,111.56017328645359,6,0.0
A_0786,A (Control),Blue Button,0,122.00972151674615,1,0.0
A_0787,A (Control),Blue Button,0,135.47817653112298,5,0.0
A_0788,A (Control),Blue Button,0,73.12362429340372,3,0.0
A_0789,A (Control),Blue Button,1,104.12841967961116,4,0.0
A_0790,A (Control),Blue Button,0,143.8279403886548,1,0.0
A_0791,A (Control),Blue Button,0,82.37131730492251,5,0.0
A_0792,A (Control),Blue Button,0,128.8067379649989,7,0.0
A_0793,A (Control),Blue Button,0,79.30254586129786,2,0.0
A_0794,A (Control),Blue Button,0,133.9928994730058,3,0.0
A_0795,A (Control),Blue Button,0,118.93075553107549,4,0.0
A_0796,A (Control),Blue Button,1,71.54604552283472,3,0.0
A_0797,A (Control),Blue Button,0,154.94218063371514,1,0.0
A_0798,A (Control),Blue Button,0,97.96225269605853,7,0.0
A_0799,A (Control),Blue Button,1,95.69242688956857,2,0.0
A_0800,A (Control),Blue Button,0,126.01707591692829,6,0.0
A_0801,A (Control),Blue Button,0,154.45912048286147,6,54.31345857750992
A_0802,A (Control),Blue Button,0,89.52534543064809,1,0.0
A_0803,A (Control),Blue Button,0,121.85039549543914,4,0.0
A_0804,A (Control),Blue Button,0,132.8644950099172,5,0.0
A_0805,A (Control),Blue Button,0,140.79316821789433,2,0.0
A_0806,A (Control),Blue Button,1,125.29324665831676,1,0.0
A_0807,A (Control),Blue Button,1,108.98916482750033,3,0.0
A_0808,A (Control),Blue Button,0,95.1722933805384,4,39.70191870269347
A_0809,A (Control),Blue Button,0,122.58431649139125,3,0.0
A_0810,A (Control),Blue Button,1,87.8358296404318,6,0.0
A_0811,A (Control),Blue Button,0,32.35948549516178,3,0.0
A_0812,A (Control),Blue Button,0,133.09679412473002,8,0.0
A_0813,A (Control),Blue Button,1,147.11804523258587,3,0.0
A_0814,A (Control),Blue Button,0,49.11202693374484,6,0.0
A_0815,A (Control),Blue Button,0,89.70807885870187,2,0.0
A_0816,A (Control),Blue Button,0,138.57462783015592,3,0.0
A_0817,A (Control),Blue Button,0,181.72486409135095,5,0.0
A_0818,A (Control),Blue Button,0,120.62381123026223,4,0.0
A_0819,A (Control),Blue Button,0,98.15991176312596,3,0.0
A_0820,A (Control),Blue Button,0,114.51310676685479,5,0.0
A_0821,A (Control),Blue Button,0,161.24629257444553,4,0.0
A_0822,A (Control),Blue Button,0,100.62107462626395,3,0.0
A_0823,A (Control),Blue Button,0,96.0242398004924,2,0.0
A_0824,A (Control),Blue Button,0,105.51769433453903,4,48.990838026296984
A_0825,A (Control),Blue Button,1,91.40014175223862,3,0.0
A_0826,A (Control),Blue Button,0,123.68010947984386,2,0.0
A_0827,A (Control),Blue Button,0,168.7403537540868,5,0.0
A_0828,A (Control),Blue Button,0,129.69237819348086,6,0.0
A_0829,A (Control),Blue Button,0,112.42939493621137,6,0.0
A_0830,A (Control),Blue Button,0,111.24566193253368,2,0.0
A_0831,A (Control),Blue Button,0,73.10427573910029,3,0.0
A_0832,A (Control),Blue Button,0,146.49329331441476,2,0.0
A_0833,A (Control),Blue Button,0,117.66488408961594,1,0.0
A_0834,A (Control),Blue Button,0,114.58560259228123,4,0.0
A_0835,A (Control),Blue Button,0,215.7932270353458,3,0.0
A_0836,A (Control),Blue Button,1,128.96258725097059,4,43.5652892394137
A_0837,A (Control),Blue Button,0,97.44626849714447,4,0.0
A_0838,A (Control),Blue Button,0,107.2092721138337,3,0.0
A_0839,A (Control),Blue Button,0,154.45337127590264,6,0.0
A_0840,A (Control),Blue Button,0,123.39811231613294,3,0.0
A_0841,A (Control),Blue Button,0,76.851660650479,4,0.0
A_0842,A (Control),Blue Button,0,147.5768680372561,2,0.0
A_0843,A (Control),Blue Button,1,99.95567743383018,3,0.0
A_0844,A (Control),Blue Button,0,176.19893328652637,3,0.0
A_0845,A (Control),Blue Button,0,152.40144197143945,5,0.0
A_0846,A (Control),Blue Button,0,106.58034313023747,4,0.0
A_0847,A (Control),Blue Button,1,158.4304908520534,8,0.0
A_0848,A (Control),Blue Button,0,122.0356653158221,5,0.0
A_0849,A (Control),Blue Button,0,145.58321025366658,4,0.0
A_0850,A (Control),Blue Button,0,134.54198451883425,2,0.0
A_0851,A (Control),Blue Button,0,94.6093003502738,3,0.0
A_0852,A (Control),Blue Button,0,100.69350503047613,1,0.0
A_0853,A (Control),Blue Button,0,150.89882452743484,4,77.09133676755442
A_0854,A (Control),Blue Button,0,109.95674003680378,3,0.0
A_0855,A (Control),Blue Button,0,107.8905461027401,4,0.0
A_0856,A (Control),Blue Button,0,91.34632261951941,4,66.75021912601284
A_0857,A (Control),Blue Button,0,132.70797196780384,3,0.0
A_0858,A (Control),Blue Button,0,181.87574757729436,5,0.0
A_0859,A (Control),Blue Button,0,87.9740125723718,2,0.0
