Date,Month,Quarter,Year,Region,Segment,Channel,Product,Sales_Rep,Revenue,Profit,Marketing_Spend,Ad_Spend,Operating_Cost,Support_Cost,Refund_Amount,Discount_Pct,Units_Sold,Avg_Order_Value,Customers_Start,New_Customers,Customers_Churned,Customers_End,Customer_Lifetime_Months,Website_Visits,Conversion_Rate_Pct,Email_Campaigns,NPS_Score,CSAT_Score,Tickets_Raised,Tickets_Resolved,Churn_Rate_Pct,ROI_Pct,LTV,CAC,Profit_Margin_Pct,LTV_CAC_Ratio,Resolution_Rate_Pct,Revenue_Per_Customer
2021-07-25,July,Q3,2021,West,Retail,Direct,Product_E,Rep_20,51727.29,14558.44,5873.26,3855.21,28600.31,2695.28,1295.61,7.97,740,184.87,1922,372,57,2237,46,18070,7.49,4,62,7.6,8,7,2.97,147.88,8504.02,15.79,28.14,538.57,87.5,26.91
2021-07-26,July,Q3,2021,South,Government,Online,Product_E,Rep_14,59071.67,20297.61,4831.76,2817.66,30404.53,3537.77,2809.29,22.37,219,321.89,1858,361,55,2164,27,12606,3.67,3,42,8.1,145,145,2.96,320.09,8691.03,13.38,34.36,649.55,100.0,31.79
2021-07-27,July,Q3,2021,East,Retail,Partner,Product_B,Rep_18,59145.51,16779.71,6144.47,3459.86,34967.38,1253.95,2253.76,12.42,208,457.98,1806,212,67,1951,39,2759,4.25,7,64,6.3,183,161,3.71,173.09,17861.22,28.98,28.37,616.33,87.98,32.75
2021-07-28,July,Q3,2021,South,Startup,Referral,Product_D,Rep_6,59231.9,23538.56,6314.93,3323.72,26067.66,3310.75,1271.48,15.0,558,442.45,1750,328,118,1960,45,8023,4.0,12,42,7.6,180,168,6.74,272.74,19910.25,19.25,39.74,1034.3,93.33,33.85
2021-07-29,July,Q3,2021,East,Enterprise,Referral,Product_B,Rep_8,76000.39,32324.82,8201.78,4484.06,32060.98,3412.81,206.59,4.52,496,440.77,1765,307,131,1941,58,14892,7.33,13,53,8.3,171,159,7.42,294.12,25564.66,26.72,42.53,956.76,92.98,43.06
2021-07-30,July,Q3,2021,South,Startup,Partner,Product_A,Rep_9,59671.27,14897.54,7197.08,5258.62,34059.91,3516.74,502.79,13.52,715,290.14,2046,256,161,2141,12,19864,1.81,14,35,7.4,71,57,7.87,106.99,3481.68,28.11,24.97,123.86,80.28,29.16
2021-07-31,July,Q3,2021,Central,SMB,Direct,Product_B,Rep_1,62574.73,22290.21,7343.28,5255.1,30525.83,2415.41,1426.47,6.87,131,329.71,1845,197,63,1979,52,16409,3.66,8,82,8.4,98,80,3.41,203.55,17144.92,37.28,35.62,459.9,81.63,33.92
2021-08-01,August,Q3,2021,North,SMB,Direct,Product_B,Rep_13,61746.99,15693.45,7567.3,3887.7,35158.35,3327.89,2512.56,18.27,106,178.39,1927,244,140,2031,59,10529,6.26,7,70,7.4,62,57,7.27,107.39,10525.01,31.01,25.42,339.41,91.94,32.04
2021-08-02,August,Q3,2021,North,SMB,Referral,Product_B,Rep_3,60314.01,16003.99,8054.44,4518.42,34898.77,1356.81,1148.06,20.81,568,484.39,1774,339,70,2043,42,1114,5.46,1,51,6.9,134,114,3.95,98.7,20344.38,23.76,26.53,856.24,85.07,34.0
2021-08-03,August,Q3,2021,North,SMB,Partner,Product_A,Rep_6,55560.79,23179.32,7606.77,5082.36,22918.35,1856.35,1495.96,17.87,161,358.36,1779,291,48,2022,47,13149,4.55,1,57,6.8,29,25,2.7,204.72,16842.92,26.14,41.72,644.34,86.21,31.23
2021-08-04,August,Q3,2021,North,Government,Partner,Product_A,Rep_17,61012.06,16495.08,7947.96,4743.25,35185.23,1383.79,2720.54,18.26,97,477.92,1969,339,142,2166,55,17952,5.28,13,75,7.3,15,14,7.21,107.54,26285.6,23.45,27.04,1120.92,93.33,30.99
2021-08-05,August,Q3,2021,West,Retail,Online,Product_B,Rep_8,53433.17,16266.97,7848.62,5862.72,26164.29,3153.29,2441.35,12.81,641,258.34,1730,217,101,1846,44,16701,2.88,5,36,5.6,5,5,5.84,107.26,11366.96,36.17,30.44,314.26,100.0,30.89
2021-08-06,August,Q3,2021,West,Government,Referral,Product_B,Rep_6,56193.28,20452.01,4567.18,3359.15,28213.89,2960.2,606.26,17.8,425,303.03,1827,314,55,2086,44,10745,4.52,14,58,8.4,52,41,3.01,347.8,13333.32,14.55,36.4,916.38,78.85,30.76
2021-08-07,August,Q3,2021,East,Government,Direct,Product_E,Rep_16,55030.64,17988.15,5156.62,3957.57,28908.61,2977.26,119.95,10.57,82,287.08,1876,193,86,1983,50,3689,5.01,8,60,9.1,117,87,4.58,248.84,14354.0,26.72,32.69,537.2,74.36,29.33
2021-08-08,August,Q3,2021,Central,Retail,Social,Product_D,Rep_1,57946.91,16032.48,4666.43,3121.28,33914.97,3333.03,884.88,16.29,553,173.29,1888,260,70,2078,29,3988,7.81,14,67,7.0,180,142,3.71,243.57,5025.41,17.95,27.67,279.97,78.89,30.69
2021-08-09,August,Q3,2021,East,Retail,Direct,Product_E,Rep_10,69190.91,30959.43,8671.23,5251.5,27940.9,1619.35,2407.16,6.48,676,288.82,1863,303,120,2046,34,4151,3.33,10,47,5.7,142,121,6.44,257.04,9819.88,28.62,44.74,343.11,85.21,37.14
2021-08-10,August,Q3,2021,North,SMB,Direct,Product_D,Rep_18,48361.37,15782.5,6909.01,4710.7,23956.71,1713.15,2299.85,1.74,52,504.81,1924,221,91,2054,34,12719,7.57,11,69,9.7,85,68,4.73,128.43,17163.54,31.26,32.63,549.06,80.0,25.14
2021-08-11,August,Q3,2021,Central,Enterprise,Social,Product_D,Rep_14,61209.08,20968.42,5939.96,3128.82,32902.6,1398.1,235.75,10.34,535,543.8,1958,357,155,2160,26,16658,6.01,3,20,6.6,34,30,7.92,253.01,14138.8,16.64,34.26,849.69,88.24,31.26
2021-08-12,August,Q3,2021,West,Government,Referral,Product_B,Rep_5,49794.28,14048.68,7214.81,3628.15,27115.05,1415.74,70.92,11.54,565,365.66,1966,243,46,2163,37,10013,1.64,8,69,6.0,167,120,2.34,94.72,13529.42,29.69,28.21,455.69,71.86,25.33
2021-08-13,August,Q3,2021,North,Startup,Online,Product_E,Rep_17,55578.28,19346.81,4680.73,2364.37,29929.26,1621.48,2456.97,6.41,91,355.93,1798,297,74,2021,41,7345,6.57,3,38,7.1,118,101,4.12,313.33,14593.13,15.76,34.81,925.96,85.59,30.91
2021-08-14,August,Q3,2021,East,Startup,Direct,Product_D,Rep_14,63462.77,24683.1,9228.15,5742.34,27091.43,2460.09,2373.97,18.19,58,181.93,1872,263,92,2043,36,4574,1.75,4,78,8.7,23,19,4.91,167.48,6549.48,35.09,38.89,186.65,82.61,33.9
2021-08-15,August,Q3,2021,South,Retail,Direct,Product_D,Rep_18,58419.5,23646.16,6111.47,3473.9,26865.91,1795.96,2898.33,1.84,706,572.31,2024,323,102,2245,56,8838,8.48,10,60,6.8,114,98,5.04,286.91,32049.36,18.92,40.48,1693.94,85.96,28.86
2021-08-16,August,Q3,2021,East,Retail,Referral,Product_A,Rep_4,52789.45,22019.45,4597.93,2515.99,24903.06,1269.01,1047.32,5.57,658,156.82,1998,221,78,2141,27,18992,7.61,7,29,8.0,185,153,3.9,378.9,4234.14,20.81,41.71,203.47,82.7,26.42
2021-08-17,August,Q3,2021,North,Government,Referral,Product_D,Rep_20,54681.74,16317.14,6234.32,4268.0,30670.3,1459.98,1137.52,18.71,191,586.31,1776,181,113,1844,50,17943,3.58,3,47,7.3,38,30,6.36,161.73,29315.5,34.44,29.84,851.2,78.95,30.79
2021-08-18,August,Q3,2021,East,SMB,Partner,Product_B,Rep_2,61736.33,25952.88,6048.58,4829.96,28136.45,1598.42,531.9,10.93,485,372.47,1952,373,141,2184,59,14329,3.3,4,53,6.0,36,35,7.22,329.07,21975.73,16.22,42.04,1354.85,97.22,31.63
2021-08-19,August,Q3,2021,North,Startup,Referral,Product_C,Rep_7,54766.59,21851.59,5473.43,3028.59,24214.55,3227.02,317.23,17.63,76,308.86,1723,219,132,1810,56,15823,4.17,8,58,6.9,80,60,7.66,299.23,17296.16,24.99,39.9,692.12,75.0,31.79
2021-08-20,August,Q3,2021,North,SMB,Referral,Product_A,Rep_7,59580.79,15290.12,6048.06,4015.47,35241.42,3001.19,1724.02,14.19,92,562.48,1930,351,132,2149,25,6565,3.99,4,75,8.6,130,118,6.84,152.81,14062.0,17.23,25.66,816.13,90.77,30.87
2021-08-21,August,Q3,2021,East,SMB,Direct,Product_C,Rep_7,58806.44,23716.94,8010.13,4292.77,23626.82,3452.55,1071.12,23.77,180,162.93,2119,424,151,2392,28,5435,4.11,9,71,8.1,138,135,7.13,196.09,4562.04,18.89,40.33,241.51,97.83,27.75
2021-08-22,August,Q3,2021,West,SMB,Online,Product_B,Rep_13,55400.66,13578.97,6522.95,5089.67,33216.25,2082.49,222.48,14.94,265,417.01,1838,223,97,1964,23,6650,3.73,4,22,6.0,145,125,5.28,108.17,9591.23,29.25,24.51,327.91,86.21,30.14
2021-08-23,August,Q3,2021,Central,Government,Direct,Product_C,Rep_19,69458.46,23040.03,7070.28,4153.98,37185.58,2162.57,3080.44,0.37,655,391.24,1854,235,129,1960,40,19265,5.85,13,42,6.2,90,87,6.96,225.87,15649.6,30.09,33.17,520.09,96.67,37.46
2021-08-24,August,Q3,2021,East,Retail,Referral,Product_D,Rep_6,61988.41,16095.35,7607.43,5808.29,35066.46,3219.17,614.79,8.82,569,247.92,2017,335,77,2275,43,8436,2.65,14,36,8.3,79,58,3.82,111.57,10660.56,22.71,25.97,469.42,73.42,30.73
2021-08-25,August,Q3,2021,East,Enterprise,Partner,Product_C,Rep_20,48773.19,18431.17,6346.88,3712.44,22383.18,1611.96,1825.54,3.58,647,342.42,1791,352,79,2064,35,4708,7.42,4,45,9.0,196,166,4.41,190.4,11984.7,18.03,37.79,664.71,84.69,27.23
2021-08-26,August,Q3,2021,North,Enterprise,Online,Product_E,Rep_17,59911.25,27923.31,5936.23,4403.59,24136.03,1915.68,845.43,23.12,394,451.78,1886,361,74,2173,24,15451,7.19,13,37,7.0,139,116,3.92,370.39,10842.72,16.44,46.61,659.53,83.45,31.77
2021-08-27,August,Q3,2021,West,Startup,Partner,Product_B,Rep_18,55750.13,17515.43,6073.89,3418.47,30527.32,1633.49,2265.98,2.6,557,466.55,2013,303,97,2219,31,2709,4.84,5,65,8.1,49,34,4.82,188.37,14463.05,20.05,31.42,721.35,69.39,27.7
2021-08-28,August,Q3,2021,Central,Retail,Social,Product_E,Rep_1,63401.31,20253.66,5613.05,3299.56,35937.7,1596.9,375.33,9.69,699,149.8,1894,340,70,2164,26,10953,7.47,1,50,6.2,177,147,3.7,260.83,3894.8,16.51,31.95,235.91,83.05,33.47
2021-08-29,August,Q3,2021,South,Startup,Partner,Product_C,Rep_13,55256.62,18177.54,5121.21,2856.32,30285.89,1671.98,2088.9,5.65,462,590.7,1937,220,150,2007,15,2692,3.23,7,28,6.8,69,56,7.74,254.95,8860.5,23.28,32.9,380.61,81.16,28.53
2021-08-30,August,Q3,2021,West,Enterprise,Partner,Product_E,Rep_19,58725.62,24050.43,7497.98,4343.41,25168.04,2009.17,288.1,21.17,295,235.68,2039,403,79,2363,45,16523,1.62,9,54,5.6,98,88,3.87,220.76,10605.6,18.61,40.95,569.89,89.8,28.8
2021-08-31,August,Q3,2021,Central,Retail,Referral,Product_A,Rep_16,61904.32,19168.92,5738.57,4306.57,34089.82,2907.01,1383.3,7.71,498,268.6,2011,395,52,2354,39,15322,5.83,12,79,8.8,23,23,2.59,234.04,10475.4,14.53,30.97,720.95,100.0,30.78
2021-09-01,September,Q3,2021,Central,Retail,Referral,Product_C,Rep_10,63788.24,19579.89,7448.01,5151.86,35324.94,1435.4,2341.04,24.8,70,268.8,2000,233,103,2130,13,10437,4.71,9,82,7.2,123,89,5.15,162.89,3494.4,31.97,30.7,109.3,72.36,31.89
2021-09-02,September,Q3,2021,East,Retail,Referral,Product_E,Rep_13,53538.06,16609.56,6940.31,4315.23,28466.62,1521.57,463.69,0.97,457,170.23,1943,252,46,2149,58,1125,5.47,1,71,9.0,51,41,2.37,139.32,9873.34,27.54,31.02,358.51,80.39,27.55
2021-09-03,September,Q3,2021,Central,SMB,Referral,Product_D,Rep_10,57947.11,17785.97,5069.29,4012.12,32057.68,3034.17,827.67,3.21,506,215.39,2018,222,54,2186,41,13944,7.8,6,67,8.5,50,42,2.68,250.86,8830.99,22.83,30.69,386.82,84.0,28.72
2021-09-04,September,Q3,2021,Central,Startup,Referral,Product_C,Rep_14,57324.97,16350.63,6862.48,4388.27,32628.47,1483.39,2478.64,5.62,493,609.46,1973,251,65,2159,37,2199,8.29,3,80,9.1,33,28,3.29,138.26,22550.02,27.34,28.52,824.8,84.85,29.05
2021-09-05,September,Q3,2021,South,Enterprise,Partner,Product_A,Rep_9,56513.13,19531.73,5535.99,4378.57,29540.59,1904.82,2501.04,20.28,314,272.33,2035,370,97,2308,58,7092,5.94,4,43,6.7,104,97,4.77,252.81,15795.14,14.96,34.56,1055.82,93.27,27.77
2021-09-06,September,Q3,2021,Central,SMB,Social,Product_D,Rep_11,68687.13,26120.88,10124.82,5659.53,28692.05,3749.38,154.32,21.96,709,188.74,1943,268,89,2122,37,17375,6.85,8,77,6.3,193,161,4.58,157.99,6983.38,37.78,38.03,184.84,83.42,35.35
2021-09-07,September,Q3,2021,East,Government,Referral,Product_C,Rep_3,61964.85,22457.87,7054.59,5441.85,30829.1,1623.29,520.79,1.79,233,211.24,1979,215,135,2059,31,3711,2.09,4,83,9.7,69,49,6.82,218.34,6548.44,32.81,36.24,199.59,71.01,31.31
2021-09-08,September,Q3,2021,South,SMB,Social,Product_D,Rep_8,53715.6,22815.23,7327.85,3694.31,22320.44,1252.08,315.5,0.81,276,470.99,1902,255,122,2035,53,10182,2.63,8,49,8.6,155,142,6.41,211.35,24962.47,28.74,42.47,868.56,91.61,28.24
2021-09-09,September,Q3,2021,North,Retail,Social,Product_C,Rep_12,64689.41,23326.61,7666.72,5087.57,31148.51,2547.57,581.21,18.61,597,527.84,2002,397,91,2308,39,6995,6.63,4,48,9.1,132,127,4.55,204.26,20585.76,19.31,36.06,1066.07,96.21,32.31
2021-09-10,September,Q3,2021,North,Enterprise,Direct,Product_C,Rep_3,70790.96,28560.12,5878.4,3685.26,34080.28,2272.16,3434.03,3.33,295,253.09,1928,314,77,2165,31,9182,4.52,9,29,5.6,55,47,3.99,385.85,7845.79,18.72,40.34,419.11,85.45,36.72
2021-09-11,September,Q3,2021,Central,Enterprise,Direct,Product_B,Rep_7,65422.59,27473.63,8133.38,5347.91,27032.74,2782.84,1804.54,3.32,122,153.86,1902,269,74,2097,22,6502,4.62,6,58,7.0,195,170,3.89,237.79,3384.92,30.24,41.99,111.94,87.18,34.4
2021-09-12,September,Q3,2021,South,Startup,Online,Product_E,Rep_14,52743.49,17483.7,7732.1,5149.84,24777.0,2750.69,1234.49,0.56,199,236.37,2043,238,136,2145,21,13920,3.66,1,74,8.7,26,19,6.66,126.12,4963.77,32.49,33.15,152.78,73.08,25.82
2021-09-13,September,Q3,2021,North,Enterprise,Direct,Product_C,Rep_7,57999.25,24951.37,7082.45,4367.81,24487.26,1478.17,2854.92,1.25,562,196.34,2042,406,47,2401,34,19882,5.75,13,47,5.8,114,87,2.3,252.3,6675.56,17.44,43.02,382.77,76.32,28.4
2021-09-14,September,Q3,2021,Central,Enterprise,Referral,Product_A,Rep_7,66835.06,17228.87,9179.34,7338.51,37537.71,2889.14,1861.21,6.59,118,196.31,2103,383,44,2442,48,3565,2.8,10,37,7.9,75,58,2.09,87.69,9422.88,23.97,25.78,393.11,77.33,31.78
2021-09-15,September,Q3,2021,South,Enterprise,Social,Product_E,Rep_14,57042.23,13025.45,8093.98,6418.14,33628.54,2294.26,1885.58,1.63,279,343.6,1986,255,135,2106,52,11789,5.89,2,60,7.3,37,31,6.8,60.93,17867.2,31.74,22.83,562.92,83.78,28.72
2021-09-16,September,Q3,2021,East,Retail,Online,Product_B,Rep_12,62879.76,29164.14,6034.29,4758.18,26061.35,1619.98,1046.23,9.22,772,259.34,2074,222,101,2195,30,6024,2.72,7,84,5.6,131,128,4.87,383.31,7780.2,27.18,46.38,286.25,97.71,30.32
2021-09-17,September,Q3,2021,East,Government,Direct,Product_E,Rep_1,64613.91,17392.37,6128.19,4864.1,38188.31,2905.04,1234.5,20.82,121,391.8,2092,221,58,2255,56,2031,1.95,10,65,6.5,113,97,2.77,183.81,21940.8,27.73,26.92,791.23,85.84,30.89
2021-09-18,September,Q3,2021,North,Government,Partner,Product_E,Rep_5,56186.17,19202.77,6897.9,5089.99,28346.78,1738.72,1669.88,8.16,657,273.53,2086,234,71,2249,29,2241,3.81,7,79,6.7,104,79,3.4,178.39,7932.37,29.48,34.18,269.08,75.96,26.93
2021-09-19,September,Q3,2021,West,SMB,Online,Product_C,Rep_11,60603.27,23744.45,6591.94,5250.99,27872.24,2394.64,211.46,18.2,446,583.98,1962,310,149,2123,38,2742,3.12,3,28,6.0,48,37,7.59,260.2,22191.24,21.26,39.18,1043.8,77.08,30.89
2021-09-20,September,Q3,2021,Central,Enterprise,Referral,Product_A,Rep_1,44774.64,18919.36,6214.29,4770.76,18598.15,1042.84,572.85,2.35,133,551.36,2064,398,148,2314,17,6709,7.72,1,64,8.2,11,9,7.17,204.45,9373.12,15.61,42.25,600.46,81.82,21.69
2021-09-21,September,Q3,2021,West,Enterprise,Social,Product_C,Rep_13,55939.12,17816.07,7999.38,4997.85,27976.54,2147.13,550.47,16.48,789,402.08,2089,313,131,2271,21,15739,1.88,8,79,6.5,132,117,6.27,122.72,8443.68,25.56,31.85,330.35,88.64,26.78
2021-09-22,September,Q3,2021,East,Retail,Referral,Product_A,Rep_17,59878.3,18208.92,6271.62,4612.36,33466.17,1931.59,47.58,7.92,348,317.18,2058,379,101,2336,13,12830,2.74,13,47,6.7,95,79,4.91,190.34,4123.34,16.55,30.41,249.14,83.16,29.1
2021-09-23,September,Q3,2021,East,SMB,Referral,Product_A,Rep_3,54982.31,16995.4,5310.24,4108.11,29768.37,2908.3,1476.0,18.74,797,316.25,1852,268,95,2025,35,14778,5.34,13,22,9.4,134,110,5.13,220.05,11068.75,19.81,30.91,558.75,82.09,29.69
2021-09-24,September,Q3,2021,Central,SMB,Partner,Product_D,Rep_10,69463.36,30080.34,9352.32,6675.52,28483.12,1547.58,1948.63,3.41,342,335.28,2081,356,163,2274,49,9160,4.87,10,70,7.5,21,18,7.83,221.64,16428.72,26.27,43.3,625.38,85.71,33.38
2021-09-25,September,Q3,2021,North,Enterprise,Partner,Product_C,Rep_19,54230.67,24373.37,5381.66,3373.41,22482.97,1992.67,1041.06,22.45,783,481.4,2290,397,178,2509,39,13375,1.82,14,27,7.2,69,53,7.77,352.9,18774.6,13.56,44.94,1384.56,76.81,23.68
2021-09-26,September,Q3,2021,East,Retail,Social,Product_B,Rep_7,59261.24,20356.54,8153.34,4237.59,28479.45,2271.91,796.26,6.06,272,361.09,2037,239,67,2209,39,5403,1.55,11,78,8.6,190,137,3.29,149.67,14082.51,34.11,34.35,412.86,72.11,29.09
2021-09-27,September,Q3,2021,Central,Startup,Direct,Product_E,Rep_20,62195.24,23776.0,6820.43,5066.96,28551.23,3047.58,2027.75,8.83,782,517.75,2004,273,138,2139,56,5897,8.42,11,80,9.4,114,81,6.89,248.6,28994.0,24.98,38.23,1160.69,71.05,31.04
2021-09-28,September,Q3,2021,North,Enterprise,Referral,Product_D,Rep_3,68827.99,26417.77,8722.47,6854.32,30730.11,2957.64,463.42,23.75,265,581.99,2118,347,67,2398,50,1163,6.11,10,77,5.6,34,26,3.16,202.87,29099.5,25.14,38.38,1157.5,76.47,32.5
2021-09-29,September,Q3,2021,West,Enterprise,Direct,Product_B,Rep_12,54522.39,22377.25,4726.41,2877.15,24873.16,2545.57,1413.81,14.46,280,298.84,2116,227,69,2274,13,4310,4.06,7,31,7.4,96,70,3.26,373.45,3884.92,20.82,41.04,186.6,72.92,25.77
2021-09-30,September,Q3,2021,North,Enterprise,Social,Product_C,Rep_10,67597.6,17883.03,8359.81,4560.88,37901.74,3453.02,2596.0,9.14,454,409.38,2208,301,134,2375,57,18379,4.79,10,28,8.1,158,127,6.07,113.92,23334.66,27.77,26.46,840.28,80.38,30.61
2021-10-01,October,Q4,2021,North,Enterprise,Referral,Product_A,Rep_12,61913.03,15357.07,6910.96,4132.42,36271.48,3373.52,508.61,23.74,218,200.55,1967,302,87,2182,16,15991,3.37,8,68,6.9,167,156,4.42,122.21,3208.8,22.88,24.8,140.24,93.41,31.48
2021-10-02,October,Q4,2021,South,SMB,Direct,Product_C,Rep_15,57034.4,20838.19,6904.73,4659.22,27434.72,1856.76,2148.09,8.23,378,256.29,2170,433,165,2438,22,19261,3.91,1,36,8.8,195,178,7.6,201.8,5638.38,15.95,36.54,353.5,91.28,26.28
2021-10-03,October,Q4,2021,East,Retail,Referral,Product_C,Rep_6,64332.54,18366.67,5903.22,3512.88,37391.5,2671.15,2447.19,2.37,475,349.59,2160,318,55,2423,21,18732,6.04,14,73,9.7,79,70,2.55,211.13,7341.39,18.56,28.55,395.55,88.61,29.78
2021-10-04,October,Q4,2021,East,Enterprise,Partner,Product_D,Rep_19,63097.4,22116.61,8302.43,5672.1,29296.07,3382.29,189.06,24.92,603,256.26,2091,380,106,2365,54,3251,7.68,3,63,9.6,160,153,5.07,166.39,13838.04,21.85,35.05,633.32,95.62,30.18
2021-10-05,October,Q4,2021,West,Government,Partner,Product_B,Rep_5,59181.1,18034.78,8308.78,6564.4,29311.65,3525.89,55.58,6.7,245,558.89,2143,307,161,2289,13,12092,2.79,13,51,6.6,157,123,7.51,117.06,7265.57,27.06,30.47,268.5,78.34,27.62
2021-10-06,October,Q4,2021,West,Government,Online,Product_D,Rep_20,62611.27,25297.56,5958.83,4178.45,27874.9,3479.98,3048.97,21.28,657,224.14,2216,398,165,2449,26,7590,7.38,2,54,6.5,193,186,7.45,324.54,5827.64,14.97,40.4,389.29,96.37,28.25
2021-10-07,October,Q4,2021,Central,Retail,Social,Product_B,Rep_2,60415.77,21166.43,5238.05,3188.91,31905.28,2106.01,584.17,4.14,575,355.37,2204,352,65,2491,50,8658,2.35,1,68,9.6,109,89,2.95,304.09,17768.5,14.88,35.03,1194.12,81.65,27.41
2021-10-08,October,Q4,2021,West,Enterprise,Direct,Product_D,Rep_19,62990.01,18565.83,5143.43,4015.61,37529.21,1751.54,2589.33,18.28,674,431.29,2007,379,84,2302,52,17816,3.0,5,73,7.5,35,29,4.19,260.96,22427.08,13.57,29.47,1652.7,82.86,31.39
2021-10-09,October,Q4,2021,West,Government,Referral,Product_E,Rep_19,65813.16,20717.18,8222.56,5506.57,34268.82,2604.6,1848.86,13.11,126,468.66,2207,311,126,2392,48,6247,1.76,3,35,6.4,186,153,5.71,151.96,22495.68,26.44,31.48,850.82,82.26,29.82
2021-10-10,October,Q4,2021,East,Government,Online,Product_A,Rep_4,70512.67,25121.9,8637.56,4651.43,33251.15,3502.06,932.43,24.52,326,319.29,2123,341,63,2401,18,8715,2.49,10,31,8.5,199,145,2.97,190.84,5747.22,25.33,35.63,226.89,72.86,33.21
2021-10-11,October,Q4,2021,South,SMB,Social,Product_A,Rep_20,56473.59,17646.02,6679.06,4339.35,29906.35,2242.16,366.99,13.82,515,545.14,2140,349,167,2322,31,4817,7.92,8,27,6.7,101,100,7.8,164.2,16899.34,19.14,31.25,882.93,99.01,26.39
2021-10-12,October,Q4,2021,South,Enterprise,Social,Product_A,Rep_5,73407.91,32288.64,7064.51,4917.54,31167.83,2886.93,1823.0,0.63,497,405.39,2144,304,161,2287,45,18454,4.72,6,40,6.6,55,41,7.51,357.05,18242.55,23.24,43.99,784.96,74.55,34.24
2021-10-13,October,Q4,2021,Central,SMB,Social,Product_E,Rep_7,53062.38,13869.2,5696.96,4281.13,30655.83,2840.39,1080.76,15.1,369,339.24,2126,243,64,2305,46,5600,2.04,10,67,9.3,62,50,3.01,143.45,15605.04,23.44,26.14,665.74,80.65,24.96
2021-10-14,October,Q4,2021,South,Enterprise,Direct,Product_E,Rep_4,62143.98,21334.88,7557.54,5902.01,31110.32,2141.24,2171.58,3.63,209,193.16,2264,248,62,2450,45,10982,8.22,14,27,6.2,38,30,2.74,182.3,8692.2,30.47,34.33,285.27,78.95,27.45
2021-10-15,October,Q4,2021,West,Enterprise,Partner,Product_A,Rep_11,65924.57,22477.93,7566.41,4503.72,32294.47,3585.76,2980.35,19.96,541,359.66,2141,218,54,2305,33,1994,7.65,9,47,5.8,191,138,2.52,197.08,11868.78,34.71,34.1,341.94,72.25,30.79
2021-10-16,October,Q4,2021,North,Startup,Online,Product_A,Rep_3,64468.02,19173.42,9615.08,5256.12,33341.12,2338.4,2595.64,21.41,362,539.82,2041,382,152,2271,42,5731,6.78,9,29,6.7,25,19,7.45,99.41,22672.44,25.17,29.74,900.77,76.0,31.59
2021-10-17,October,Q4,2021,North,Retail,Direct,Product_B,Rep_5,60029.65,21152.24,5375.7,2806.91,31512.97,1988.74,823.76,12.05,680,410.29,2118,262,67,2313,34,8670,8.03,11,71,8.1,188,134,3.16,293.48,13949.86,20.52,35.24,679.82,71.28,28.34
2021-10-18,October,Q4,2021,North,Startup,Referral,Product_B,Rep_20,62182.61,26043.64,8000.42,5772.35,25765.69,2372.86,2732.72,19.58,210,518.9,2179,264,98,2345,30,18341,3.04,6,34,6.0,41,32,4.5,225.53,15567.0,30.3,41.88,513.76,78.05,28.54
2021-10-19,October,Q4,2021,East,SMB,Direct,Product_C,Rep_15,60838.3,18535.99,6588.93,4866.24,32641.17,3072.21,2535.11,3.63,357,372.64,2288,397,107,2578,15,9287,7.35,2,23,7.5,68,65,4.68,181.32,5589.6,16.6,30.47,336.72,95.59,26.59
2021-10-20,October,Q4,2021,South,SMB,Referral,Product_D,Rep_18,60436.56,25177.84,6646.45,4139.49,27098.93,1513.34,2807.69,12.3,195,214.68,2229,294,125,2398,35,19538,6.33,9,81,8.2,151,121,5.61,278.82,7513.8,22.61,41.66,332.32,80.13,27.11
2021-10-21,October,Q4,2021,West,Enterprise,Referral,Product_B,Rep_16,67711.47,20253.92,8818.19,5456.5,36753.14,1886.22,1552.83,9.85,724,160.13,2088,314,51,2351,31,18015,7.59,2,23,9.1,128,94,2.44,129.68,4964.03,28.08,29.91,176.78,73.44,32.43
2021-10-22,October,Q4,2021,North,Government,Social,Product_B,Rep_16,65328.62,16264.52,8392.8,6599.02,36878.46,3792.84,2510.5,15.28,445,289.55,2426,282,82,2626,50,12876,7.08,3,60,6.5,105,94,3.38,93.79,14477.5,29.76,24.9,486.48,89.52,26.93
2021-10-23,October,Q4,2021,West,Startup,Direct,Product_B,Rep_10,60159.08,15809.85,8987.04,6965.0,33736.71,1625.48,1779.68,1.11,740,452.83,2208,433,168,2473,39,18081,3.93,6,74,9.0,123,123,7.61,75.92,17660.37,20.76,26.28,850.69,100.0,27.25
2021-10-24,October,Q4,2021,North,Retail,Partner,Product_B,Rep_1,68201.7,24402.78,6069.11,3459.27,34816.98,2912.83,1058.84,18.8,138,494.05,2313,428,172,2569,50,17415,6.92,2,47,6.5,89,69,7.44,302.08,24702.5,14.18,35.78,1742.07,77.53,29.49
2021-10-25,October,Q4,2021,East,SMB,Referral,Product_E,Rep_11,65320.28,23874.94,5701.66,4186.4,32923.64,2820.04,3247.83,1.98,784,286.32,2174,405,145,2434,28,16852,3.34,5,66,8.4,82,64,6.67,318.74,8016.96,14.08,36.55,569.39,78.05,30.05
